MaSP,TenSP,DanhMuc,Gia,SoLuongTon,HinhAnh,MoTa,TrangThai,KichThuoc,ChatLieu,MauSac,BaoHanh,XuatXu,MoTaChiTiet
SP029,Quầy bar mini sang trọng SP029,Phòng bếp,14600000,5,https://images.unsplash.com/photo-1600585154526-990dced4db0d?w=600&q=80|https://images.unsplash.com/photo-1583847268964-b28dc8f51f92?w=600&q=80|https://images.unsplash.com/photo-1563245372-f21724e3856d?w=600&q=80|https://images.unsplash.com/photo-1555041469-a586c61ea9bc?w=600&q=80,Quầy bar mini chất liệu inox 304 mang lại vẻ đẹp tinh tế cho không gian ngôi nhà bạn.,Con hang,201cm x 66cm x 56cm,Inox 304,Trắng kem tối giản,36 tháng,iDECOR Thiết kế & Thi công,"Sản phẩm Quầy bar mini sang trọng SP029 được sản xuất dựa trên tiêu chuẩn xuất khẩu nghiêm ngặt. Thiết kế đón đầu xu hướng nội thất thế giới, ưu tiên tính công năng và giải phóng diện tích. Bề mặt sản phẩm được xử lý tỉ mỉ, chống trầy xước và thích ứng tốt với độ ẩm cao."
SP030,Gương LED cảm ứng hiện đại SP030,Phòng tắm,20200000,56,https://images.unsplash.com/photo-1593011403061-0b5c16503c20?w=600&q=80|https://images.unsplash.com/photo-1505693416388-ac5ce068fe85?w=600&q=80|https://images.unsplash.com/photo-1588854337236-6889d631faa8?w=600&q=80|https://images.unsplash.com/photo-1556911220-e15b29be8c8f?w=600&q=80,Gương LED cảm ứng chất liệu phôi gương bỉ cao cấp mang lại vẻ đẹp tinh tế cho không gian ngôi nhà bạn.,Con hang,183cm x 79cm x 58cm,Phôi gương Bỉ cao cấp,Ghi xám thanh lịch,24 tháng,iDECOR Thiết kế & Thi công,"Sản phẩm Gương LED cảm ứng hiện đại SP030 được sản xuất dựa trên tiêu chuẩn xuất khẩu nghiêm ngặt. Thiết kế đón đầu xu hướng nội thất thế giới, ưu tiên tính công năng và giải phóng diện tích. Bề mặt sản phẩm được xử lý tỉ mỉ, chống trầy xước và thích ứng tốt với độ ẩm cao."
SP031,Kệ gương thông minh tối giản SP031,Phòng tắm,10170000,53,https://images.unsplash.com/photo-1507473885765-e6ed057f782c?w=600&q=80|https://images.unsplash.com/photo-1493663284031-b7e3aefcae8e?w=600&q=80|https://images.unsplash.com/photo-1563245372-f21724e3856d?w=600&q=80|https://images.unsplash.com/photo-1618221195710-dd6b41faaea6?w=600&q=80,Kệ gương thông minh chất liệu đá nhân tạo chống thấm mang lại vẻ đẹp tinh tế cho không gian ngôi nhà bạn.,Con hang,106cm x 90cm x 136cm,Đá nhân tạo chống thấm,Nâu hạt dẻ ấm áp,36 tháng,Nhập khẩu nguyên kiện,"Sản phẩm Kệ gương thông minh tối giản SP031 được sản xuất dựa trên tiêu chuẩn xuất khẩu nghiêm ngặt. Thiết kế đón đầu xu hướng nội thất thế giới, ưu tiên tính công năng và giải phóng diện tích. Bề mặt sản phẩm được xử lý tỉ mỉ, chống trầy xước và thích ứng tốt với độ ẩm cao."
SP032,Rèm cửa cản sáng Scandinavian SP032,Phòng ngủ,4810000,56,https://images.unsplash.com/photo-1533090161767-e6ffed986c88?w=600&q=80|https://images.unsplash.com/photo-1556911220-e15b29be8c8f?w=600&q=80|https://images.unsplash.com/photo-1540518614846-7eded433c457?w=600&q=80|https://images.unsplash.com/photo-1567538096630-e0c55bd6374c?w=600&q=80,Rèm cửa cản sáng chất liệu cốt gỗ xanh chống ẩm mang lại vẻ đẹp tinh tế cho không gian ngôi nhà bạn.,Con hang,176cm x 73cm x 92cm,Cốt gỗ xanh chống ẩm,Trắng kem tối giản,24 tháng,Nhập khẩu nguyên kiện,"Sản phẩm Rèm cửa cản sáng Scandinavian SP032 được sản xuất dựa trên tiêu chuẩn xuất khẩu nghiêm ngặt. Thiết kế đón đầu xu hướng nội thất thế giới, ưu tiên tính công năng và giải phóng diện tích. Bề mặt sản phẩm được xử lý tỉ mỉ, chống trầy xước và thích ứng tốt với độ ẩm cao."
SP033,Rèm cửa cản sáng hiện đại SP033,Phòng ngủ,21360000,50,https://images.unsplash.com/photo-1586023492125-27b2c045efd7?w=600&q=80|https://images.unsplash.com/photo-1616486338812-3dadae4b4ace?w=600&q=80|https://images.unsplash.com/photo-1493663284031-b7e3aefcae8e?w=600&q=80|https://images.unsplash.com/photo-1563861826100-9cb868fdbe1c?w=600&q=80,Rèm cửa cản sáng chất liệu gỗ sồi nga mang lại vẻ đẹp tinh tế cho không gian ngôi nhà bạn.,Con hang,161cm x 51cm x 126cm,Gỗ Sồi Nga,Nâu hạt dẻ ấm áp,24 tháng,iDECOR Việt Nam,"Sản phẩm Rèm cửa cản sáng hiện đại SP033 được sản xuất dựa trên tiêu chuẩn xuất khẩu nghiêm ngặt. Thiết kế đón đầu xu hướng nội thất thế giới, ưu tiên tính công năng và giải phóng diện tích. Bề mặt sản phẩm được xử lý tỉ mỉ, chống trầy xước và thích ứng tốt với độ ẩm cao."
SP034,Kệ để đồ sau bồn cầu Retro hoài cổ SP034,Phòng tắm,6750000,31,https://images.unsplash.com/photo-1533090161767-e6ffed986c88?w=600&q=80|https://images.unsplash.com/photo-1578500494198-246f612d3b3d?w=600&q=80|https://images.unsplash.com/photo-1616486338812-3dadae4b4ace?w=600&q=80|https://images.unsplash.com/photo-1555041469-a586c61ea9bc?w=600&q=80,Kệ để đồ sau bồn cầu chất liệu nhựa đặc pvc chịu nước tuyệt đối mang lại vẻ đẹp tinh tế cho không gian ngôi nhà bạn.,Con hang,189cm x 44cm x 95cm,Nhựa đặc PVC chịu nước tuyệt đối,Nâu hạt dẻ ấm áp,36 tháng,iDECOR Thiết kế & Thi công,"Sản phẩm Kệ để đồ sau bồn cầu Retro hoài cổ SP034 được sản xuất dựa trên tiêu chuẩn xuất khẩu nghiêm ngặt. Thiết kế đón đầu xu hướng nội thất thế giới, ưu tiên tính công năng và giải phóng diện tích. Bề mặt sản phẩm được xử lý tỉ mỉ, chống trầy xước và thích ứng tốt với độ ẩm cao."
SP035,Kệ góc phòng tắm sang trọng SP035,Phòng tắm,3940000,47,https://images.unsplash.com/photo-1567538096630-e0c55bd6374c?w=600&q=80|https://images.unsplash.com/photo-1618221195710-dd6b41faaea6?w=600&q=80|https://images.unsplash.com/photo-1593011403061-0b5c16503c20?w=600&q=80|https://images.unsplash.com/photo-1556912173-3bb406ef7e77?w=600&q=80,Kệ góc phòng tắm chất liệu nhựa đặc pvc chịu nước tuyệt đối mang lại vẻ đẹp tinh tế cho không gian ngôi nhà bạn.,Con hang,113cm x 96cm x 94cm,Nhựa đặc PVC chịu nước tuyệt đối,Vàng sồi tự nhiên,24 tháng,iDECOR Thiết kế & Thi công,"Sản phẩm Kệ góc phòng tắm sang trọng SP035 được sản xuất dựa trên tiêu chuẩn xuất khẩu nghiêm ngặt. Thiết kế đón đầu xu hướng nội thất thế giới, ưu tiên tính công năng và giải phóng diện tích. Bề mặt sản phẩm được xử lý tỉ mỉ, chống trầy xước và thích ứng tốt với độ ẩm cao."
SP036,Đệm lò xo túi hiện đại SP036,Phòng ngủ,17800000,41,https://images.unsplash.com/photo-1588854337236-6889d631faa8?w=600&q=80|https://images.unsplash.com/photo-1558882224-cca166733360?w=600&q=80|https://images.unsplash.com/photo-1540518614846-7eded433c457?w=600&q=80|https://images.unsplash.com/photo-1595428774223-ef52624120d2?w=600&q=80,Đệm lò xo túi chất liệu vải nỉ nhập khẩu mang lại vẻ đẹp tinh tế cho không gian ngôi nhà bạn.,Con hang,155cm x 78cm x 185cm,Vải nỉ nhập khẩu,Nâu hạt dẻ ấm áp,36 tháng,iDECOR Việt Nam,"Sản phẩm Đệm lò xo túi hiện đại SP036 được sản xuất dựa trên tiêu chuẩn xuất khẩu nghiêm ngặt. Thiết kế đón đầu xu hướng nội thất thế giới, ưu tiên tính công năng và giải phóng diện tích. Bề mặt sản phẩm được xử lý tỉ mỉ, chống trầy xước và thích ứng tốt với độ ẩm cao."
SP037,Thảm trải sàn sang trọng SP037,Phòng khách,22650000,49,https://images.unsplash.com/photo-1567538096630-e0c55bd6374c?w=600&q=80|https://images.unsplash.com/photo-1493663284031-b7e3aefcae8e?w=600&q=80|https://images.unsplash.com/photo-1540518614846-7eded433c457?w=600&q=80|https://images.unsplash.com/photo-1533090161767-e6ffed986c88?w=600&q=80,Thảm trải sàn chất liệu gỗ sồi tự nhiên mang lại vẻ đẹp tinh tế cho không gian ngôi nhà bạn.,Con hang,78cm x 85cm x 68cm,Gỗ Sồi tự nhiên,Xám đậm hiện đại,24 tháng,iDECOR Việt Nam,"Sản phẩm Thảm trải sàn sang trọng SP037 được sản xuất dựa trên tiêu chuẩn xuất khẩu nghiêm ngặt. Thiết kế đón đầu xu hướng nội thất thế giới, ưu tiên tính công năng và giải phóng diện tích. Bề mặt sản phẩm được xử lý tỉ mỉ, chống trầy xước và thích ứng tốt với độ ẩm cao."
SP038,Gương đứng soi toàn thân phong cách Japandi SP038,Phòng ngủ,12920000,14,https://images.unsplash.com/photo-1584622650111-993a426fbf0a?w=600&q=80|https://images.unsplash.com/photo-1558882224-cca166733360?w=600&q=80|https://images.unsplash.com/photo-1555041469-a586c61ea9bc?w=600&q=80|https://images.unsplash.com/photo-1505693416388-ac5ce068fe85?w=600&q=80,Gương đứng soi toàn thân chất liệu vải nỉ nhập khẩu mang lại vẻ đẹp tinh tế cho không gian ngôi nhà bạn.,Con hang,102cm x 85cm x 127cm,Vải nỉ nhập khẩu,Xanh mint pastel,12 tháng,Nhập khẩu nguyên kiện,"Sản phẩm Gương đứng soi toàn thân phong cách Japandi SP038 được sản xuất dựa trên tiêu chuẩn xuất khẩu nghiêm ngặt. Thiết kế đón đầu xu hướng nội thất thế giới, ưu tiên tính công năng và giải phóng diện tích. Bề mặt sản phẩm được xử lý tỉ mỉ, chống trầy xước và thích ứng tốt với độ ẩm cao."
SP039,Ghế bar chân cao phong cách Japandi SP039,Phòng bếp,8010000,12,https://images.unsplash.com/photo-1556911220-e15b29be8c8f?w=600&q=80|https://images.unsplash.com/photo-1600121848594-d8644e57abab?w=600&q=80|https://images.unsplash.com/photo-1594758066227-d021c5b8b9ec?w=600&q=80|https://images.unsplash.com/photo-1522771739844-6a9f6d5f14af?w=600&q=80,Ghế bar chân cao chất liệu inox 304 mang lại vẻ đẹp tinh tế cho không gian ngôi nhà bạn.,Con hang,184cm x 63cm x 42cm,Inox 304,Trắng kem tối giản,24 tháng,iDECOR Việt Nam,"Sản phẩm Ghế bar chân cao phong cách Japandi SP039 được sản xuất dựa trên tiêu chuẩn xuất khẩu nghiêm ngặt. Thiết kế đón đầu xu hướng nội thất thế giới, ưu tiên tính công năng và giải phóng diện tích. Bề mặt sản phẩm được xử lý tỉ mỉ, chống trầy xước và thích ứng tốt với độ ẩm cao."
SP040,Gương đứng soi toàn thân hiện đại SP040,Phòng ngủ,6090000,18,https://images.unsplash.com/photo-1493663284031-b7e3aefcae8e?w=600&q=80|https://images.unsplash.com/photo-1594758066227-d021c5b8b9ec?w=600&q=80|https://images.unsplash.com/photo-1603006905003-be475563bc59?w=600&q=80|https://images.unsplash.com/photo-1522771739844-6a9f6d5f14af?w=600&q=80,Gương đứng soi toàn thân chất liệu gỗ sồi nga mang lại vẻ đẹp tinh tế cho không gian ngôi nhà bạn.,Con hang,120cm x 89cm x 79cm,Gỗ Sồi Nga,Xanh mint pastel,12 tháng,iDECOR Thiết kế & Thi công,"Sản phẩm Gương đứng soi toàn thân hiện đại SP040 được sản xuất dựa trên tiêu chuẩn xuất khẩu nghiêm ngặt. Thiết kế đón đầu xu hướng nội thất thế giới, ưu tiên tính công năng và giải phóng diện tích. Bề mặt sản phẩm được xử lý tỉ mỉ, chống trầy xước và thích ứng tốt với độ ẩm cao."
SP041,Kệ tivi gỗ tối giản SP041,Phòng khách,21170000,31,https://images.unsplash.com/photo-1556912173-3bb406ef7e77?w=600&q=80|https://images.unsplash.com/photo-1618221195710-dd6b41faaea6?w=600&q=80|https://images.unsplash.com/photo-1594758066227-d021c5b8b9ec?w=600&q=80|https://images.unsplash.com/photo-1517256064527-09c53b2d0c6b?w=600&q=80,Kệ tivi gỗ chất liệu vải nỉ hàn quốc mang lại vẻ đẹp tinh tế cho không gian ngôi nhà bạn.,Con hang,197cm x 78cm x 198cm,Vải nỉ Hàn Quốc,Vàng sồi tự nhiên,24 tháng,Nhập khẩu nguyên kiện,"Sản phẩm Kệ tivi gỗ tối giản SP041 được sản xuất dựa trên tiêu chuẩn xuất khẩu nghiêm ngặt. Thiết kế đón đầu xu hướng nội thất thế giới, ưu tiên tính công năng và giải phóng diện tích. Bề mặt sản phẩm được xử lý tỉ mỉ, chống trầy xước và thích ứng tốt với độ ẩm cao."
SP042,Ghế bar chân cao tối giản SP042,Phòng bếp,12770000,17,https://images.unsplash.com/photo-1594758066227-d021c5b8b9ec?w=600&q=80|https://images.unsplash.com/photo-1600585154526-990dced4db0d?w=600&q=80|https://images.unsplash.com/photo-1603006905003-be475563bc59?w=600&q=80|https://images.unsplash.com/photo-1556912173-3bb406ef7e77?w=600&q=80,Ghế bar chân cao chất liệu chân sắt sơn tĩnh điện mang lại vẻ đẹp tinh tế cho không gian ngôi nhà bạn.,Con hang,189cm x 56cm x 177cm,Chân sắt sơn tĩnh điện,Ghi xám thanh lịch,24 tháng,Nhập khẩu nguyên kiện,"Sản phẩm Ghế bar chân cao tối giản SP042 được sản xuất dựa trên tiêu chuẩn xuất khẩu nghiêm ngặt. Thiết kế đón đầu xu hướng nội thất thế giới, ưu tiên tính công năng và giải phóng diện tích. Bề mặt sản phẩm được xử lý tỉ mỉ, chống trầy xước và thích ứng tốt với độ ẩm cao."
SP043,Tủ quần áo tối giản SP043,Phòng ngủ,7330000,51,https://images.unsplash.com/photo-1522771739844-6a9f6d5f14af?w=600&q=80|https://images.unsplash.com/photo-1595428774223-ef52624120d2?w=600&q=80|https://images.unsplash.com/photo-1558882224-cca166733360?w=600&q=80|https://images.unsplash.com/photo-1513506003901-1e6a229e2d15?w=600&q=80,Tủ quần áo chất liệu vải nỉ nhập khẩu mang lại vẻ đẹp tinh tế cho không gian ngôi nhà bạn.,Con hang,123cm x 61cm x 66cm,Vải nỉ nhập khẩu,Ghi xám thanh lịch,24 tháng,iDECOR Việt Nam,"Sản phẩm Tủ quần áo tối giản SP043 được sản xuất dựa trên tiêu chuẩn xuất khẩu nghiêm ngặt. Thiết kế đón đầu xu hướng nội thất thế giới, ưu tiên tính công năng và giải phóng diện tích. Bề mặt sản phẩm được xử lý tỉ mỉ, chống trầy xước và thích ứng tốt với độ ẩm cao."
SP044,Kệ gia vị thông minh sang trọng SP044,Phòng bếp,1130000,10,https://images.unsplash.com/photo-1563861826100-9cb868fdbe1c?w=600&q=80|https://images.unsplash.com/photo-1558882224-cca166733360?w=600&q=80|https://images.unsplash.com/photo-1563245372-f21724e3856d?w=600&q=80|https://images.unsplash.com/photo-1588854337236-6889d631faa8?w=600&q=80,Kệ gia vị thông minh chất liệu inox 304 mang lại vẻ đẹp tinh tế cho không gian ngôi nhà bạn.,Con hang,132cm x 83cm x 63cm,Inox 304,Nâu hạt dẻ ấm áp,36 tháng,Nhập khẩu nguyên kiện,"Sản phẩm Kệ gia vị thông minh sang trọng SP044 được sản xuất dựa trên tiêu chuẩn xuất khẩu nghiêm ngặt. Thiết kế đón đầu xu hướng nội thất thế giới, ưu tiên tính công năng và giải phóng diện tích. Bề mặt sản phẩm được xử lý tỉ mỉ, chống trầy xước và thích ứng tốt với độ ẩm cao."
SP045,Kệ để đồ sau bồn cầu Scandinavian SP045,Phòng tắm,22830000,11,https://images.unsplash.com/photo-1615066390971-03e4e1c36ddf?w=600&q=80|https://images.unsplash.com/photo-1616486338812-3dadae4b4ace?w=600&q=80|https://images.unsplash.com/photo-1620626011761-996317b8d101?w=600&q=80|https://images.unsplash.com/photo-1507473885765-e6ed057f782c?w=600&q=80,Kệ để đồ sau bồn cầu chất liệu nhựa đặc pvc chịu nước tuyệt đối mang lại vẻ đẹp tinh tế cho không gian ngôi nhà bạn.,Con hang,80cm x 56cm x 115cm,Nhựa đặc PVC chịu nước tuyệt đối,Xanh mint pastel,36 tháng,Nhập khẩu nguyên kiện,"Sản phẩm Kệ để đồ sau bồn cầu Scandinavian SP045 được sản xuất dựa trên tiêu chuẩn xuất khẩu nghiêm ngặt. Thiết kế đón đầu xu hướng nội thất thế giới, ưu tiên tính công năng và giải phóng diện tích. Bề mặt sản phẩm được xử lý tỉ mỉ, chống trầy xước và thích ứng tốt với độ ẩm cao."
SP046,Ghế armchair hiện đại SP046,Phòng khách,7430000,44,https://images.unsplash.com/photo-1588854337236-6889d631faa8?w=600&q=80|https://images.unsplash.com/photo-1594758066227-d021c5b8b9ec?w=600&q=80|https://images.unsplash.com/photo-1556911220-e15b29be8c8f?w=600&q=80|https://images.unsplash.com/photo-1507473885765-e6ed057f782c?w=600&q=80,Ghế armchair chất liệu gỗ sồi tự nhiên mang lại vẻ đẹp tinh tế cho không gian ngôi nhà bạn.,Con hang,45cm x 48cm x 142cm,Gỗ Sồi tự nhiên,Nâu hạt dẻ ấm áp,24 tháng,Nhập khẩu nguyên kiện,"Sản phẩm Ghế armchair hiện đại SP046 được sản xuất dựa trên tiêu chuẩn xuất khẩu nghiêm ngặt. Thiết kế đón đầu xu hướng nội thất thế giới, ưu tiên tính công năng và giải phóng diện tích. Bề mặt sản phẩm được xử lý tỉ mỉ, chống trầy xước và thích ứng tốt với độ ẩm cao."
